title,job_id,company,location,date,link,description
Data Scientist,d675119b3f599b35,TangoMe,"Tel Aviv-Yafo, Tel Aviv District",2024-08-20,https://il.indeed.com/viewjob?jk=d675119b3f599b35,"Revenue
Tel Aviv
Senior
Full-time
DESCRIPTION
Tango is a successful, market leader, a live-streaming Platform with 450+ Million registered users, in an industry projected to reach $240 BILLION in the next couple of years.
The B2C platform, based on the best-quality global video technology, allows millions of talented people around the world to create their own live content, engage with their fans and monetize their talents.
Tango live stream was founded in 2018 and is powered by 450+ global employees operating in a culture of growth, learning, and success!
The Tango team is a vigorous cocktail of hard workers, creative brains, energizers, geeks, overachievers, athletes, and more. We push the limits to bring our app from “one of the top” to “the leader”.
The best way to describe Tango's work style is not to use the word “impossible”. And we believe that success is a thorny path that runs on sleepless nights, corporate parties, tough releases, and of course our users' smiles (and as we are a LIVE app, we truly get to see our users all around the world smiling right in front of us in real-time!).
We're seeking a passionate hands-on Senior Data Scientist to join our amazing DS group. You will work on exciting and challenging projects from research to production in the fields of recommendations, image processing, Forecasts, and much more.
Do you want to join the party?
RESPONSIBILITIES
Research, design, implement, and improve data models to drive strategic initiatives to achieve the company's business objectives.
Innovate and leverage the company’s data to improve the product and enhance the business growth
Collaborate with multiple teams including Product, BI, Analysts, DevOps, R&D, and Marketing to lead the development of data products.
Develop production-level code and oversee a complete release to production, including analyzing requirements, testing, monitoring, and measuring results.
Communicate findings to stakeholders and management.
REQUIREMENTS
MSc or higher in Computer Science, Mathematics, or other related disciplines
At least 5 years of experience as a data scientist in the industry
Proficiency in Python and SQL
Strong software development skills and experience writing production-quality code for large-scale machine learning in real-time.
Experience with recommendation engines (reranking and deep learning algorithms)
Strong background and understanding of AI algorithms and statistical modeling such as segmentation, classification, neural nets, decision trees, and SVM.
Experience with data cleaning, preprocessing, and feature engineering techniques.
Experience with cloud platforms and specifically GCP products (BigQuery, BigTable, Vertex, GCS) - Advantage
If you're passionate about using data science to create business impact, we'd love to hear from you. Apply now to join the party!"
Senior Data Scientist,4a1cee11fd3667e2,AudioCodes Limited,"Or Yehuda, Tel Aviv District",2024-08-20,https://il.indeed.com/viewjob?jk=4a1cee11fd3667e2,"Description

Talented data scientist with strong background in machine learning, deep learning, big data and ETL pipelines for a full-time job in Israel (center) under the media technology group.
You will take part in the research and development of new AI based products for extracting insights from conversations, meetings, and chats.
Responsibilities
Responsible for NLP algorithms including Generative AI (training, fine-tuning and adaptions of Large Language Models).
Defining and implementing ETL pipelines for multi-lingual textual corpuses
Big-data processing, indexing and retrieval.
Capable of vertical work from problem definition to product implementation.
Ability to work under pressure in both individual and teamwork.
Excellent interpersonal skills
Requirements

4-5 Years of experience in the industry working on NLP algorithms and in particular LLMs including Training, Reinforcement Learning and Fine-tuning.
Strong background in machine learning algorithms including deep learning.
Strong background with software engineering, specifically Python programming.
Spark\Hadoop Map-Reduce
Linux OS
Experience with AWS \ Azure clouds
Education
Ph.D / M.Sc. in Computer science
Graduated with honor from known university."
איש/ת Data Scientist,d17f54966f83e179,קבוצת יעל,"Tel Aviv-Yafo, Tel Aviv District",2024-08-19,https://il.indeed.com/viewjob?jk=d17f54966f83e179,"The Yael Group is recruiting a Data Scientist for a leading government organization located in Bnei Brak/Modi'in. Job description: Work in a data and artificial intelligence unit in the organization Responsible for building and implementing an architecture based on managed AI services of cloud providers Leading in the development of complex data models, strategies and algorithms through automatic analyzes Planning and professional control over the implementation and development of statistical and mathematical models that include prediction, classification, neural networks ( Deep Learning), machine learning (Machine Learning), NLP Deep familiarity with the world of LLM Professional management of the data science team Relevant education 7 years or more of experience in data positions, of which at least 4 years of experience in data science and at least 1 year in managing a team of data scientists / 7 years of experience or more in data positions, of which at least 3 years of experience in data science Experience in building and implementing architecture to implement complex AI models - in the cloud or On Premise in the last 3 years In-depth familiarity with the world of managed services in the AI ​​field of AWS/GCP and Open Source and use of LLM models in the last two years. Practical experience in managing a team of data scientists for at least 4 years in cross-organizational projects/national or international projects. Multidisciplinary experience in the worlds of data and in the development of algorithms using advanced statistical methods based on DL, ML, AI, etc. Large amounts of data (Structured & Unstructured) and their analysis to discover trends, patterns and additional insights Experience working with the public sector or Enterprise companies"
Machine Learning Scientist II - Smart Value Team,38986a937187cc0e,Booking.com,"Tel Aviv-Yafo, Tel Aviv District",2024-08-19,https://il.indeed.com/viewjob?jk=38986a937187cc0e,"Role Description:
At Booking.com, data drives our decisions. Technology is at our core and innovation is everywhere. But our company is more than datasets, lines of code or A/B tests. We’re the thrill of the first night in a new place. The excitement of the next morning. The friends you make. The journeys you take. The sights you see. And the food you sample. Through our products, partners and people, we can empower everyone to experience the world.

We’re looking for a Machine Learning Scientist to join our Smart Value team in Tel Aviv.

About the team:
The Smart Value team builds Machine Learning models to optimize the performance of promotional campaigns and discounts at Booking. We use state of the art techniques in Causal Inference, Uplift Modeling and Optimization to achieve the growth and revenue goals of many business units such as Accommodation, Car Rentals, Flights, etc.

The Smart Value team also builds the Value Intelligence Platform, where we develop all the necessary engineering, experimentation and analytics capabilities to manage and optimize promotional campaigns.

About the role:
As a machine learning scientist, your work will focus on building, training and deploying promotional targeting models (Causal Inference, Uplift Modeling, Optimization, Active Learning) using the most advanced technologies and models. You will be responsible for identifying and using the most appropriate data sources and modeling techniques to solve complex problems and drive measurable business value.
You will also help build the Value Intelligence Platform, contributing in engineering and analytics efforts.

Key Job Responsibilities and Duties:

Build, train and deploy state-of-the-art machine learning techniques in causal inference, uplift modeling and active learning to effectively optimize promotional campaigns at Booking and drive clear business value.
Contribute in engineering and analytics efforts to improve the way we analyze and optimize promotional campaigns through the Value Intelligence Platform.
Ensure implementation of reusable frameworks (clean and scalable code).
Conduct data analysis with detailed metrics to improve data quality, do feature exploration, evaluate model’s performance, etc.
Work closely with Machine Learning Engineers to ensure the models meet product and engineering requirements and ensure deployment of your model to production.
Collaborate with multidisciplinary teams: Collaborate with product managers, engineers, data scientists and data analysts to understand business requirements and translate them into machine learning solutions.

Role Qualifications and Requirements:

We have found that people who match the following requirements are the ones who fit us best:
Advanced knowledge and experience in Causal Inference, Uplift Modeling, Active Learning, Reinforcement Learning and/or Optimization.
Experience designing and executing end-to-end research and development plans and generating impact through large-scale machine learning model development. Preferably evidenced by peer-reviewed publication, patents, open sourced code or the like.
Experience in data analytics, experimentation, A/B testing and statistics.
Relevant work or academic experience (MSc + 5 years of working experience, or PhD + 3 years of working experience), involved in the application of Machine Learning to business problems.
Masters degree, PhD or equivalent experience in a quantitative field (e.g. Computer Science, Engineering, Mathematics, Artificial Intelligence, Physics, etc.).
Experience on multiple machine learning facets: working with large data sets, model development, statistics, experimentation, data visualization, optimization, software development.
Experience collaborating cross functionally in the development of machine learning products (e.g. Developers, UX specialists, Product Managers, etc.).
Strong working knowledge of Python,, Kafka, Hadoop, SQL, and Spark or similar technologies. Working experience with version control systems.
Excellent English communication skills, both written and verbal.
Successfully driving technical, business and people related initiatives that improve productivity, performance and quality while communicating with stakeholders at all levels
Leading by example, gaining respect through actions, not your title. Developing your team and motivating them to achieve their goals. Providing feedback timely and managing your key team performance indicators

Benefits & Perks: Global Impact, Personal Relevance
Booking.com’s Total Rewards Philosophy is not only about compensation but also about benefits. Our Total Rewards strive to make it easier for you to experience all that life has to offer on your terms so that you can focus on what really matters. We offer competitive compensation as well as thoughtful, valuable, and even fun benefits which include:
Headquarters located in one of the most dynamic and cosmopolitan cities in Europe: Amsterdam.
Contribute to a high scale, sophisticated, world-class product and see the real time impact of your work on millions of travelers worldwide.
Be part of a truly international fast paced environment and performance driven culture.
Performance-based company that offers career advancement, and lucrative compensation, including bonuses and stock potential.
Discount on Booking.com accommodations with the “Booking Deal” including other perks and benefits.
Company-sponsored family and social activities to help our employees become integrated with each other and the company's culture.
Diverse and creative colleagues from every corner of the world.
Health, life, and disability insurance*
Annual paid time off and generous paid leave scheme including: parent, grandparent, bereavement, and care leave.
Hybrid working including flexible working arrangements, and up to 20 days per year working from abroad (home country).
Industry leading product discounts for yourself, friends, and family, including automatic Genius Level 3 status and quarterly Booking.com wallet credit.
Free access to online learning platforms, development and mentorship programs, and a complimentary Headspace membership

#ThinkInclusion: Wellbeing & Inclusion at Booking.com:
Inclusion, Diversity, Belonging, Wellbeing and Volunteering (IDBWV) have been a core part of our company culture since day one. This ongoing journey starts with our very own employees, who represent over 140 nationalities and a wide range of ethnic and social backgrounds, genders and sexual orientations.
Take it from our Chief People Officer, Paulo Pisano: “At Booking.com, the diversity of our people doesn’t just create a unique workplace, it also creates a better and more inclusive travel experience for everyone. Inclusion is at the heart of everything we do. It’s a place where you can make your mark and have a real impact in travel and tech.”
We will ensure that individuals with disabilities are provided reasonable adjustment to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment."
"Applied Scientist, Prime Video Sports",1b7bbf9b82e47b47,Amazon Development Center (Tel Aviv),"Tel Aviv-Yafo, Tel Aviv District",2024-08-15,https://il.indeed.com/viewjob?jk=1b7bbf9b82e47b47,"Experience building machine learning models or developing algorithms for business application
PhD, or a Master's degree and experience in CS, CE, ML or related field research
Experience programming in Java, C++, Python or related language
Experience in any of the following areas: algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing, high-performance computing
Come build the future of entertainment with us. Are you interested in helping shape the future of movies and television? Do you want to help define the next generation of how and what Amazon customers are watching?

Prime Video is a premium streaming service that offers customers a vast collection of TV shows and movies - all with the ease of finding what they love to watch in one place. We offer customers thousands of popular movies and TV shows including Amazon Originals and exclusive licensed content to exciting live sports events. We also offer our members the opportunity to subscribe to add-on channels which they can cancel at anytime and to rent or buy new release movies and TV box sets on the Prime Video Store. Prime Video is a fast-paced, growth business - available in over 240 countries and territories worldwide. The team works in a dynamic environment where innovating on behalf of our customers is at the heart of everything we do. If this sounds exciting to you, please read on.

We are looking for an Applied Scientist to embark on our journey to build a Prime Video Sports tech team in Israel from ground up. Our team will focus on developing products to allow for personalizing the customers’ experience and providing them real-time insights and revolutionary experiences using Computer Vision (CV) and Machine Learning (ML). You will get a chance to work on greenfield, cutting-edge and large-scale engineering and science projects, and a rare opportunity to be one of the founders of the Israel Prime Video Sports tech team in Israel.

Key job responsibilities
We are looking for an Applied Scientist with domain expertise in Computer Vision or Recommendation Systems to lead development of new algorithms and E2E solutions. You will be part of a team of applied scientists and software development engineers responsible for research, design, development and deployment of algorithms into production pipelines. As a technologist, you will also drive publications of original work in top-tier conferences in Computer Vision and Machine Learning. You will be expected to deal with ambiguity! We're looking for someone with outstanding analytical abilities and someone comfortable working with cross-functional teams and systems. You must be a self-starter and be able to learn on the go.

About the team
In September 2018 Prime Video launched its first full-scale live streaming experience to world-wide Prime customers with NFL Thursday Night Football. That was just the start. Now Amazon has exclusive broadcasting rights to major leagues like NFL Thursday Night Football, Tennis major like Roland-Garros and English Premium League to list few and are broadcasting live events across 30+ sports world-wide. Prime Video is expanding not just the breadth of live content that it offers, but the depth of the experience. This is a transformative opportunity, the chance to be at the vanguard of a program that will revolutionize Prime Video, and the live streaming experience of customers everywhere.

Experience using Unix/Linux
Experience in professional software development
Experience in patents or publications at top-tier peer-reviewed conferences or journals
Experience in building production grade deep learning models for computer vision, recommendation systems, or related fields.
Experience with defining research and development practices in an applied environment
Solid knowledge of big data and cloud technologies (e.g., Spark, AWS, etc.)
Scientific thinking and the ability to invent, a track record of thought leadership and contributions that have advanced the field
Track record in creating novel algorithms and advancing the state of the art ·
Technical writing, verbal communication, and cross discipline collaboration skills
Background in classical CV algorithms is a plus."
Data Scientist,f6dbf4bc85a1ed02,Cellebrite,"Petah Tikva, Center District",2024-08-12,https://il.indeed.com/viewjob?jk=f6dbf4bc85a1ed02,"Company overview:
Cellebrite’s (Nasdaq: CLBT) mission is to enable its customers to protect and save lives, accelerate justice, and preserve privacy in communities around the world. Cellebrite is a global leader in Digital Intelligence solutions for the public and private sectors, empowering organizations to master the complexities of legally sanctioned digital investigations by streamlining intelligence processes. Trusted by thousands of leading agencies and companies globally, Cellebrite’s Digital Intelligence platform and solutions transform how customers collect, review, analyze, and manage investigative digital data in legally sanctioned investigations.

Position overview:
You will focus on pioneering data-driven solutions specifically for digital forensics and intelligence. The responsibility includes crafting and refining machine learning models to unveil actionable insights from intricate multimodal digital forensic data. As a central figure in our multifaceted research team, you will oversee projects from inception to fruition, guiding both initial data analysis and final model assessments. The ideal candidate will possess a rich analytical background, a history of innovative contributions, and a PhD or equivalent. Strong leadership abilities and exemplary written and spoken communication are paramount.

Requirements:
PhD degree in Computer Science, or a related quantitative field.
Strong proficiency in Machine Learning, Deep Learning- at least 7 years of experience.
Experience with Natural Language Processing (NLP) technologies- Must
Strong proficiency in Python and related data science libraries (e.g., sci-kit-learn, TensorFlow, PyTorch, Pandas, NumPy, Matplotlib).
Excellent written and verbal communication skills in English.
Ability to work in a dynamic, fast-paced startup-like environment.
Familiarity with Cloud platforms like AWS, GCP, or Azure.
Experience with platforms such as Data Bricks/Sage Maker.
Experience with LLMs.
Experience with Graphs Algorithms.
Experience with Big Data technologies such as Spark or similar frameworks.

Office Location:
Petah Tikva"
Data Scientist For Cyber Threat Hunting,8b25d487be79e201,Aman Group,"Yehuda Lowlands, Southern District",2024-08-11,https://il.indeed.com/viewjob?jk=8b25d487be79e201,"What will your role entail?
The cyber and security wing unit is recruiting a junior data scientist to perform a hunt and an active search to detect cyber attacks using advanced tools and in-depth analysis of the data layer
Advanced use of DATA for the benefit of advanced investigation and detection of suspicious activity
Advanced analysis of attackers and attack group activity
Who will the position suit?
Minimum of one year of experience as a Junior Data Scientist - mandatory
Experience in building Machine Learning models with one of the following models Classification models, Anomaly Detection, Time Series Anomaly
Experience and familiarity with the Python language - mandatory
Readiness to work in the worlds of cyber and information security - a must
who are we
one out of five
The leading IT companies in Israel
7 offices
around the world
growth
Annual growth of 25% per year in the last decade
expertise
Products and services for businesses
profitable cycle
300 million per year
1972
Established in Israel as a private company
+2500
are working"
data scientist!,8a42f122655ef3a1,Horizon Technologies,"Ramat Gan, Tel Aviv District",2024-08-08,https://il.indeed.com/viewjob?jk=8a42f122655ef3a1,"A large and technologically leading government organization in Bnei Brak needs a data scientist!
Hybridity exists!
Job description: Responsible for building and implementing an architecture based on managed AI services of cloud providers, leading in the development of complex data models, AI strategies Responsible for building and implementing an architecture based on services
and algorithms using automatic analyses. Planning and professional control over the implementation and development of statistical and mathematical models that include prediction, classification, neural networks. - LLM (deep familiarity with the world of Machine Learning), NLP (Machine Learning, Deep Learning)
Job requirements:

7 or more years of experience in data positions, of which at least 4 years of experience as DATA SCIENCE and at least 1 year in managing a team of data scientists
Experience in building and implementing architecture to implement complex AI models in the cloud or ONPREMISE in the last 3 years!
In-depth familiarity with the world of managed services in the AI ​​field of GCP/AWS and OPEN SOURCE and use of LLM models in the last two years.
Practical experience in managing a team of data scientists for at least 4 years in cross-organizational projects/national or international projects
Multidisciplinary experience in the worlds of data, and in the development of algorithms using advanced statistical methods based on AL, ML, DL, etc. Experience in pre-processing large amounts of data (Unstructured & Structured) and analyzing them to discover trends, patterns and additional insights
Experience working with the public sector or Enterprise companies."
Senior Data Scientist,eb3a805ab2c9ca52,floLIVE,"Bnei Brak, Tel Aviv District",2024-08-13,https://il.indeed.com/viewjob?jk=eb3a805ab2c9ca52,"floLIVE is rewriting the playbook for the global IoT Connectivity landscape. Our groundbreaking Connectivity Management Service is reshaping the way Enterprises, Cloud providers, IoT service providers, and Mobile Operators connect and manage their devices across the globe.
Our global presence includes the United Kingdom, United States, Israel, Bulgaria, and China, solidifying our commitment to local, secure, and compliant connectivity solutions. With our innovative software-defined connectivity technology, FloLIVE delivers seamless connectivity management across boundaries.
Become part of the IoT revolution as we redefine what's possible.
Position Overview:
As a Data Scientist at FloLIVE, you will play a pivotal role in building and optimizing our AI/ML product focused on cybersecurity and operational anomaly detection within large datasets. This is a unique opportunity to establish an innovative AI solution from the ground up, driving actionable insights and enhancing the security and efficiency of IoT connectivity on a global scale.
Responsibilities:
Develop, maintain, and enhance advanced AI/ML models for anomaly detection tailored to the IoT connectivity domain.
Utilize advanced techniques to uncover patterns and trends within extensive datasets, enabling proactive risk mitigation and strategic decision-making.
Interpret data using statistical techniques and leverage machine learning algorithms to drive actionable insights.
Collaborate closely with engineering and product teams to integrate AI solutions seamlessly into our platform, ensuring optimal performance and scalability.
Be hands-on in developing models and writing code, choosing the appropriate AI model for the task at hand.
Qualifications:
Bachelor’s degree in Statistics, Computer Science, Data Science, or a related field; Master’s degree or Ph.D. is a plus.
At least 3 years of experience as a Data Scientist or in a similar role, preferably with experience in building anomaly detection models.
Strong knowledge of machine learning and AI, particularly in building and deploying predictive modeling solutions.
AI / ML experience with Big Data.
Proficiency in programming languages such as Python, along with familiarity with machine learning frameworks and libraries (e.g., TensorFlow, sci-kit-learn).
Strong mathematical skills, including statistics, algebra, and probability theory.
Nice to Have:
Experience with big data tools such as Hadoop, Hive, or others. Experience with Clickhouse
Experience in building and optimizing algorithms for anomaly detection.
Experience in a cloud computing environment (AWS, GCP, Azure).
Job Type: Full-time"
Senior Data Scientist,9ac1f44d8a850de8,Stampli,"Tel Aviv-Yafo, Tel Aviv District",2024-08-09,https://il.indeed.com/viewjob?jk=9ac1f44d8a850de8,"About Us
Stampli is a cutting-edge SaaS company revolutionizing Accounts Payable with innovative AI-driven solutions. We are committed to enhancing our product offerings and operational efficiency by leveraging the latest advancements in artificial intelligence, machine learning and large language models (LLMs). Join our dynamic team and help us build the next generation of intelligent products and user experiences.
Job Description
Overview:
We are seeking a Senior Data Scientist to join our engineering team. This role is pivotal in guiding our developers to build AI-based solutions that solve complex business problems. The ideal candidate will have rich experience in building end to end innovative AI solutions. He should have a strong understanding of supervised machine learning as well as knowledge in how to tackle AI challenges with LLM’s. They will collaborate closely with product and engineering teams to integrate these solutions seamlessly into our products.
Responsibilities:
Identify opportunities to implement AI solutions within our product to enhance product experiences and operational efficiency.
Collect and analyze diverse financial datasets to implement AI proof of concepts to address specific business needs.
Own end to end AI processes, from problem definition through the research phase and all the way to implementation. Break down complex tasks to actionable steps and create well defined work plans
Collaborate with developers, product managers, and other stakeholders to ensure effective integration of AI solutions.
Stay updated with the latest advancements in AI technologies and apply them to deliver customer benefits.
Provide technical leadership, mentor junior data scientists, delegate tasks, be a thought leader on AI and balancing immediate and long-term priorities.

Requirements:

Requirements:
Education: Bachelor’s degree in Economics or Industrial Engineering. A Master’s degree in a data-science related field is a plus.
Experience: 5+ years in a data science role, preferably within a SaaS or technology-driven environment.
Demonstrated ability to lead and deliver AI based solutions for key business problems.
Technical Skills:
Proficiency in data manipulation and visualization tools
Strong understanding in machine learning fundamentals and statistical analysis
Proficiency with machine learning frameworks such as scikit-learn, XGBoost, PyTorch, TensorFlow
Familiarity with LLM’s and the LLM ecosystem (LangChain, LlamaIndex)
Advanced knowledge of SQL
Proficiency with Python and the python data stack
Understanding of backend development software architecture patterns - advantage
Working with big data - advantage.
Soft Skills:
Strong analytical and problem-solving skills.
Excellent communication and collaboration skills (In English and Hebrew).
Ability to tackle problems independently with minimal supervision, break down complex problems and provide clear, actionable guidance to solve them.
Motivated to solve problems
Strong sense of ownership, from proof of concept to product implementation.
Innovative problem solver with the ability to think critically and creatively.
Continuous learner who keeps up with the latest trends in AI and data science.
Strong interpersonal skills and ability to mentor and technically lead others."
NOC Engineer,01da060531279e42,Radware,"Tel Aviv-Yafo, Tel Aviv District",2024-08-20,https://il.indeed.com/viewjob?jk=01da060531279e42,"NOC Engineer - (2400005S)

Radware is a global leader of cyber security and application delivery solutions for physical, cloud, and software defined data centers.
At Radware, we live and breathe cybersecurity. It is our passion. Each day, our international team works to earn the trust of more than 12,500 organizations around the globe. Keeping them safe is our mission. To that end, we go head-to-head with politically motivated hacktivists, dangerous nation-state threat actors and other notorious cyber attackers — these are not your average adversaries. Backed by nearly 30 years of experience, Radware is best known for its technical excellence and innovative network and application security solutions. That is why it is so important that we build our team with bold and bright talent.
What is the job: As a NOC Engineer, You will be part of the team that supports the Cloud infrastructure health and service monitoring 24x7.
The group supports the ERT (Emergency Response Team) and Operations team, providing first-level support, troubleshooting for all operative and infrastructure incidents for a global distributed network, and maintaining internal tickets, alerts, and KPIs. You will perform the initial evaluation and, if unable to resolve the issue, will escalate it to the relevant team with needed information. The Engineer will manage the war room if needed and relay the impact to all relevant parties.

What you need:
Networking flows and protocols knowledge with the ability to understand the distributed SaaS environment
Good understanding of and experience with managing incidents and supporting systems
Availability to work in shifts 24/7- at least 5 shifts a week
Customer and service oriented- experience in a customer facing/support role- a significant advantage
Excellent troubleshooting and diagnosis capabilities
Excellent communication skills and teamwork
Excellent time management, multitasking, and prioritization skills
Perceptive, fast learner, and able to perform well under pressure
Create and follow runbooks to assure system health and KPI
Manage real time incidents with multiple teams
Clear understanding of networking elements and back-end systems
How can you stand out:
Experience with similar positions/companies
Experience with monitoring tools, routers, switches, load balancers, and firewalls
Knowledge of scripting languages and security protocols
BSc/BA in Computer Science or equivalent
Why you should join us:
Employees from more than 40 countries have chosen Radware as a place where they can belong.
Radware has been recognized by Glassdoor and BDI as one of the World’s Best Places to Work, ranking among the top 100 companies across the globe in the IT category.
Radware has also been named a Gold Winner for Application Security in the 2023 Globee Cybersecurity Awards, by Forrester a Leader in DDoS Protection, and has been named a Leader in WAF Market by Quadrant Knowledge Solutions.
We are equally committed to our people. We strive to create a dynamic work environment that celebrates diversity, promotes equality, and thrives on the unique contributions of each individual.
If you are ready to be part of a global-minded company that is inspired to create a better, safer future; and if and want to fight for the good guys and be at the forefront of helping companies protect their most critical assets from today’s cyber adversaries, then you’ve found the right fit at Radware.
#LI-NB1
Primary Location: IL-IL-Tel Aviv
Work Locations: Radware Israel, Tel Aviv 22 Raoul Wallenberg Street Tel Aviv 69710
Job: Information / Cyber Security"
Technical Solutions Engineer,26b2576df09758be,Unity Technologies,"Tel Aviv-Yafo, Tel Aviv District",2024-08-20,https://il.indeed.com/viewjob?jk=26b2576df09758be,"The opportunity
We are looking for a Technical Solutions Engineer to join our team.
The Technical Solutions Engineer is expected to be an expert of all our supported products, understand them in-depth and take ownership of issues raised by customers, as well as by internal teams.
You will research, resolve and provide technical solutions, using different diagnostic and analysis tools, provide high-level technical support to our customers, and work closely with the company's development and business teams.
What you'll be doing
Investigate complex technical issues, identifying potential causes and solutions
Work with strategic customers to provide quick and accurate technical assistance
Prioritize and manage multiple issues from customers on our products and platform
Work closely and Build relationships with R&D and Product Management teams, provide feedback on the product functionality
Maintain and Create knowledge articles
What we're looking for
Bachelor's degree in a technical or scientific field– Industrial Engineering/ Biology/ Physics/ Computer Science etc, SQL, Excel and data analysis experience
1+ years experience in a tech-oriented position (Technical support, QA, etc...)
Strong technical and problem-solving skills, with the ability to understand and troubleshoot system and applications flows, dive deep into complex problems & find their root cause.
Independent and self-learner, with high personal accountability, and a positive and professional attitude
High level of English – both written and verbal communication skills
You might also have
Experience with one or more of the following tools: Kibana, Charles Proxy/ WireShark, Postman
Familiarity with integrated development environment – Xcode, Android Studio, unity3d
Basic knowledge with Java / Objective C / C-Sharp
Additional information
Relocation support is not available for this position.
International relocation support is not available for this position.
Work visa/immigration sponsorship is not available for this position.
Life at Unity
Unity [NYSE: U] is the world's leading platform of tools for creators to build and grow real-time games, apps, and experiences across multiple platforms. Creators, ranging from game developers to artists, architects, automotive designers, infrastructure experts, filmmakers, and more, use Unity to bring their imaginations to life across multiple platforms, from mobile, PC, and console, to spatial computing.
As of the fourth quarter of 2023, more than 69% of the top 1,000 mobile games are made with Unity as derived from a blended number of the top 1,000 games in the Google Play Store and iOS App Store. In 2023, Made with Unity applications had an average of 3.7 billion downloads per month. For more information, please visit www.unity.com.
Unity is a proud equal opportunity employer. We are committed to fostering an inclusive, innovative environment and celebrate our employees across age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. Our differences are strengths that enable us to support the growing and evolving needs of our customers, partners, and collaborators. If there are preparations or accommodations we can make to help ensure you have a comfortable and positive interview experience, please fill out this form to let us know.
This position requires the incumbent to have a sufficient knowledge of English to have professional verbal and written exchanges in this language since the performance of the duties related to this position requires frequent and regular communication with colleagues and partners located worldwide and whose common language is English. Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. Unity does not accept unsolicited headhunter and agency resumes. Unity will not pay fees to any third-party agency or company that does not have a signed agreement with Unity.
Your privacy is important to us. Please take a moment to review our Prospect and Applicant Privacy Policies. Should you have any concerns about your privacy, please contact us at DPO@unity.com.
#LI-DE2 #MID"
"Software Engineer III, Firmware, Google Cloud",7f99c6e1220180b1,Google,"Tel Aviv-Yafo, Tel Aviv District",2024-08-20,https://il.indeed.com/viewjob?jk=7f99c6e1220180b1,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Tel Aviv, Israel; Haifa, Israel.
Minimum qualifications:
Bachelor’s degree or equivalent practical experience.
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
2 years of experience with developing large-scale infrastructure, distributed systems or networks, or experience with compute technologies, storage or hardware architecture.
2 years of experience with data structures or algorithms.

Preferred qualifications:
Master's degree or PhD in Computer Science, or a related technical field.
Experience with hardware design, computer architecture or chip design.
Experience with SoC power management techniques or SoC secured boot flow.
Experience developing accessible technologies.
Familiarity with hardware emulation and modeling, and PCIe/DMA/virtualization/memory modules.
Ability to work with hardware at the device level and software, especially in a lab environment.
About the job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
Responsibilities
Build firmware running on embedded processors with limited memory footprints on the System-on-a-chip (SoC).
Design and implement multi threaded applications and device drivers running under an open source real time operating system.
Develop tools to update and debug the firmware, enable emulation, chip bringup, and hardware debugging.
Build Linux kernel device drivers to attach the SoCs to data center systems and associated C++ userspace drivers, tools and libraries, and write code to handle Direct Memory Access (DMA), interrupts, power management, SoC initialization, and error handling.
Play key roles in emulation, chip bringup, and SoC deployment, and contribute to all layers of the data center software stack to deploy SoCs to production.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
